Tweets,DateTime,sentiment,country
So grateful as someone who left the workforce for a period due to a major MECFS crash that this article mentions LongCOVID as a reason workforce participation is lower ,2022-09-13 13:03:22+00:00,positive,
"COVID19 will continue to disrupt supply chains while shrinking our workforce through acute illness and disability from long COVID
",2022-09-13 13:23:30+00:00,negative,
"At least 17 million Europeans experienced the postCOVID19 condition long COVID in the first two years of the pandemic said the World Health Organization WHO
",2022-09-13 13:39:28+00:00,neutral,
So I dont have the classic brain fog symptom that others describe with LongCovid but I do get a sort of dizzinesshead pressure after mental efforts such as playing a game of chess or working on the computer Anyone else have this Is this typical in pwME,2022-09-13 13:55:32+00:00,neutral,
   Nope Wrong again There are currently fMRI techniques showing reduced lung function in a majority of LongCovid patients Also there are blood tests showing microclotting Lastly we have cohort studies showing slightly reduced gray matter after COVID infection,2022-09-13 14:53:12+00:00,negative,
"17 million in Europe got long Covid in first two years of pandemic WHO

",2022-09-13 15:44:59+00:00,negative,
 About 1 million Americans died many more have long covid and cantwont return to work yet even more retired to avoid the pandemic and the young know how to work from home,2022-09-13 16:01:20+00:00,negative,
"My LongCovid brain fog has improved a ton but it was so weird to completely forget some of the most basic memories Or to have to exert 3x the effort to stay on task

",2022-09-13 17:37:01+00:00,negative,
My visit supposed to be for my long COVID but guess whos rapid test was positive ,2022-09-13 18:23:15+00:00,neutral,
Full day Got pie holed by RIVN from 3830 only to see it come back in Drove an hour to spine pain doc drove back for blood labs waiting for 2 hours for chiro Then off for massageThankful Im able to drive a little again I know a lot of people that cant get out LongCovid,2022-09-13 19:00:35+00:00,neutral,
"   Never said I was ignorant Rather looking at the study DOESNT CHANGE the possibility the vaccines cause long COVID

I get you think because somebody makes a study I MUST look at amp ultimately believe it not true

I commented on the thing the person sharing the study said",2022-09-13 20:01:46+00:00,negative,
"   Pls allow me to throw a wrench in your haywire spinning gears
mRNA vaccines werent amp arent available in India 

Yet were seeing pts with post infection long covid cvd issues

Diverse age groups  diverse health status amp medical history

Ignore anecdotal data  n1 billion",2022-09-13 20:24:44+00:00,negative,India
   Youd rather get Covid and the long lasting effects on your body or long Covid real smart,2022-09-13 20:31:56+00:00,negative,
    Im sure you know of someone who has Long COVID There is a massive stigma behind telling people about it though Ive only told a handful of people Lots also have LC and dont know it as it starts off subtle in a lot of cases,2022-09-13 21:03:08+00:00,negative,
  I removed the wire from a KF94 mask then paired it with  mask brace  Easy peasy  And perfectly comfortable for me  Always insist on doing what you need to protect your health  The hospitaldoctor wont take care of you if you end up with Long Covid,2022-09-13 21:11:26+00:00,positive,
Researchers mecfs LongCovid have received 200 million but they are worried Where is the NEXT 200m going to come from Party time Long may it last,2022-09-13 21:23:52+00:00,negative,
 Not sure why parallels with SARS2 arent being drawn Those who manage pathogens like this are saying its no big deal But are brain damage blood clotting heart disease or LongCovid any better than paralysis Maybe because paralysis is visible we arent taking it seriously,2022-09-13 23:22:16+00:00,negative,
 I cant afford to replace my heat pump broken since 2014 No rebate for me So I will continue to use my old wood stove amp ceramic heaters Environmentalism is only for the wealthy not PWDs living on 9hr CPPDisability Covid19 LongCovid MECFS ,2022-09-13 23:22:20+00:00,negative,
 Im hoping that since its EI we will get someone goodbut it has been SOOO hard to find a Special Educator who isnt ABA  Im so sad And of course no one likes to say the words long COVID but thats whats going on here She hasnt been the same for months tbh,2022-09-14 00:32:41+00:00,negative,
 Nasty Ive had it twice second time like you very close to next vax eligibility Really dont want it a third time The long covid roulette is scary,2022-09-14 00:33:13+00:00,negative,
  We were sporting our ceremonial shot shirts My genocidal trumpy little sib gifted our 88 yo mom covid the week before the vaccine was  killed my dad amp mom has been through tremendous suffering wlong covid nearly dying twiceThey picked up said sib 4 J6,2022-09-14 01:10:57+00:00,negative,
 That was well written and to the point It it what it is people Covid19 did not go away A friend of ours got Covid almost 2 years ago and has lost the sense of taste Long Covid has reared up its ugly head,2022-09-14 01:13:25+00:00,negative,
 Welcome to what chronically ill terminally Ill special needs and medically complex has always known as their norm this isnt new you just didnt know bc it never affected you Wait until a long Covid pt is paid less just bc they have long Covid Where yall been,2022-09-14 01:59:11+00:00,negative,
"   Aus parliament inquiry into long Covid

NB could be an underestimate

",2022-09-14 02:14:18+00:00,neutral,
     Labor death cult dont care how many of us they sacrifice for their donors Plenty more labour overseas isnt there or is there since other countries who let it rip are also looking for workers The world economy will crash hard soon under the weight of long Covid,2022-09-14 02:59:48+00:00,negative,
   Fact check  alleged long covid is a mental disorder of those that cannot move on from the LIES amp bullshit of the past 2 years Its also the constant getting ill due to the dangerous mrna gene therapy jabs which perpetuate Spike within the body and damaging natural immunity,2022-09-14 04:59:19+00:00,negative,
Must read article Recently was infected and symptoms were purely neurological Hopefully no long covid neuro issues ,2022-09-14 05:26:21+00:00,neutral,
First Diagnostic Test for Long Covid Detecting Spike Protein in Blood to Launch in September Or is it Long Vaccine  via ,2022-09-14 05:37:00+00:00,neutral,
23 Related to this A metaanalytic study shows that people w longCOVID suffer from cognitive behavioural emotional amp other psychological symptoms including fatigue 1763 mean 33 cognitiveimpairment 22 anxiety 34 depression 32 ,2022-09-14 06:13:35+00:00,negative,
LongCovid will destroy the economy FAR MORE than a mask mandate or lockdown which the US never had could ,2022-09-14 06:28:42+00:00,negative,
 Long covid remains the big unanswered question yeah And I dont think its fair as you do in those thread to yes but those concerns away,2022-09-14 06:53:05+00:00,negative,
My 6 year old has been crying for a couple days because shes too exhausted to move comes and goes HR this morning 140  Shes never sick this long  COVID in July for the first time why do I have a sinking feeling her body is fighting off this illness at a reduced capacity,2022-09-14 08:12:43+00:00,negative,
 Ive had 4 Pfizers First 3 no side effects 10 days into the 4th a nasty cough  very high Blood Pressure and Tachcardia nightly That was  in April No sign of any letting up and zero history  In fact I seem to have symptoms similar to some with Long Covid Never had Covid ,2022-09-14 09:05:40+00:00,negative,
"We also identified similarities with genes associated with multiple sclerosis and long COVID which could have profound implications for patients and the development of diagnostics and therapeutics  

MECFS ME pwME longCovid MS precisionmedicine",2022-09-14 09:33:20+00:00,neutral,
So knowledge workers maybe you want to pay attention to this Acute COVID19 is a respiratory disease Koralnik says But long COVID is mostly about the brain ,2022-09-14 11:04:38+00:00,neutral,
"Dr Katiuschka Núñez at PHMCs Congreso Health Center was interviewed by  on the impact of longCOVID on Black amp Latinx residents in North Philadelphia COVID19 CommunityHealth HealthEquity 

For the full article 

  Khysir Carter ",2022-09-14 12:03:31+00:00,neutral,
"Turns out people with the mild coldlike symptoms are the people with the neurological manifestations 

LONG COVID CAN COME FROM EVEN A MILD COVID CASE 

my speech therapist continues to compare my treatment to the treatment of stroke survivors 

wear your fucking mask ",2022-09-14 13:46:22+00:00,negative,
Since the return to school or     has finally brought Covid to my household after years of care I should probably not be on this app reading about long Covid and all the things that could go wrong One day at a time one crisis at a time,2022-09-14 14:00:14+00:00,negative,
" Eek Hope life returns to normal as quickly as possible 

I feel particularly empathetic to your situation this weekmy oldest has COVID so Im home with her all week 
Though we might have it easierlots of crumminess and angst about longCOVID but no vomit",2022-09-14 15:02:45+00:00,neutral,
   Hahahahaha long covid,2022-09-14 15:12:56+00:00,neutral,
"As one of the minority this article smacks of PR rather than news No mention of long covid or repeated infections despite all this immunity were supposed to have by rubbing up against each other unmasked

It just contradicts everything I read from doctors here ",2022-09-14 15:20:07+00:00,negative,
